sheet,source_file,year_code,state,exiting_total2,attempts_to_contact_unsuccessful,complete_prior_to_reaching_max_age_for_part_c,deceased,moved_out_of_state,not_eligible_for_part_b_exit_with_no_referrals,not_eligible_for_part_b_exit_with_referrals_to_other_programs,part_b_eligibility_not_determined,part_b_eligible_continuing_in_part_c,part_b_eligible_exiting_part_c,withdrawal_by_parent
HI_N,1718-cexiting-2.xlsx,1718,Texas,15475,1726,2161,28,408,301,714,2151,0,4708,3278
HI_N,1718-cexiting-2.xlsx,1718,Utah,988,61,47,3,39,69,18,154,0,390,207
HI_N,1718-cexiting-2.xlsx,1718,Vermont,19,2,2,1,2,1,0,0,NA,9,2
HI_N,1718-cexiting-2.xlsx,1718,Virgin Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HI_N,1718-cexiting-2.xlsx,1718,Virginia,1142,74,196,4,67,105,84,58,NA,351,203
HI_N,1718-cexiting-2.xlsx,1718,Washington,1802,148,91,6,86,86,146,144,0,808,287
HI_N,1718-cexiting-2.xlsx,1718,West Virginia,32,0,1,0,7,0,3,6,NA,11,4
HI_N,1718-cexiting-2.xlsx,1718,Wisconsin,975,72,134,2,12,19,34,141,0,445,116
HI_N,1718-cexiting-2.xlsx,1718,Wyoming,139,16,24,1,11,8,12,1,NA,61,5
HI_N,1718-cexiting-2.xlsx,1718,US and Outlying Areas,101821,8212,8899,213,3475,2893,6014,19263,3021,37170,12661
MU_N,1718-cexiting-2.xlsx,1718,Alabama,158,19,10,0,6,5,3,8,NA,54,53
MU_N,1718-cexiting-2.xlsx,1718,Alaska,101,8,14,1,9,4,5,6,NA,41,13
MU_N,1718-cexiting-2.xlsx,1718,American Samoa,4,1,1,0,0,0,0,0,0,2,0
MU_N,1718-cexiting-2.xlsx,1718,Arizona,171,15,13,0,16,5,6,8,0,84,24
MU_N,1718-cexiting-2.xlsx,1718,Arkansas,34,0,2,0,0,4,7,6,NA,13,2
MU_N,1718-cexiting-2.xlsx,1718,California,1130,45,124,1,23,35,51,300,0,443,108
MU_N,1718-cexiting-2.xlsx,1718,Colorado,227,14,0,2,23,13,15,27,NA,82,51
MU_N,1718-cexiting-2.xlsx,1718,Connecticut,107,13,9,0,2,0,2,9,NA,58,14
MU_N,1718-cexiting-2.xlsx,1718,Delaware,46,8,4,0,5,0,1,1,0,23,4
MU_N,1718-cexiting-2.xlsx,1718,District of Columbia,48,2,14,1,6,1,4,0,9,7,4
MU_N,1718-cexiting-2.xlsx,1718,Florida,498,59,44,1,29,15,9,89,NA,210,42
MU_N,1718-cexiting-2.xlsx,1718,Georgia,123,7,1,0,2,5,2,22,0,71,13
MU_N,1718-cexiting-2.xlsx,1718,Guam,27,0,2,0,5,1,0,1,NA,15,3
MU_N,1718-cexiting-2.xlsx,1718,Hawaii,641,61,49,0,38,27,35,104,NA,185,142
MU_N,1718-cexiting-2.xlsx,1718,Idaho,101,13,9,0,6,1,2,11,0,40,19
MU_N,1718-cexiting-2.xlsx,1718,Illinois,517,43,84,0,13,3,50,42,NA,252,30
MU_N,1718-cexiting-2.xlsx,1718,Indiana,597,40,133,2,23,39,14,104,NA,164,78
MU_N,1718-cexiting-2.xlsx,1718,Iowa,219,15,21,0,8,5,34,1,NA,87,48
MU_N,1718-cexiting-2.xlsx,1718,Kansas,208,12,19,0,8,10,10,37,NA,102,10
MU_N,1718-cexiting-2.xlsx,1718,Kentucky,265,20,45,0,7,28,17,3,0,142,3
MU_N,1718-cexiting-2.xlsx,1718,Louisiana,185,15,30,1,12,2,1,20,NA,83,21
MU_N,1718-cexiting-2.xlsx,1718,Maine,51,5,2,0,1,5,1,7,0,18,12
MU_N,1718-cexiting-2.xlsx,1718,Maryland,548,53,117,1,20,7,6,24,171,89,60
MU_N,1718-cexiting-2.xlsx,1718,Massachusetts,725,64,120,0,30,6,39,12,NA,317,137
MU_N,1718-cexiting-2.xlsx,1718,Michigan,369,64,43,0,19,25,10,18,NA,148,42
MU_N,1718-cexiting-2.xlsx,1718,Minnesota,259,8,23,0,7,34,16,3,0,132,36
MU_N,1718-cexiting-2.xlsx,1718,Mississippi,46,10,2,1,3,2,0,6,NA,8,14
MU_N,1718-cexiting-2.xlsx,1718,Missouri,188,10,8,0,14,16,12,11,NA,92,25
MU_N,1718-cexiting-2.xlsx,1718,Montana,29,0,7,0,6,1,1,3,0,8,3
MU_N,1718-cexiting-2.xlsx,1718,Nebraska,45,7,2,1,1,2,0,0,10,15,7
MU_N,1718-cexiting-2.xlsx,1718,Nevada,255,25,30,2,17,3,8,33,NA,89,48
MU_N,1718-cexiting-2.xlsx,1718,New Hampshire,105,13,12,0,6,6,2,12,0,41,13
MU_N,1718-cexiting-2.xlsx,1718,New Jersey,237,9,32,1,6,5,31,20,NA,90,43
MU_N,1718-cexiting-2.xlsx,1718,New Mexico,100,12,10,1,14,1,10,14,0,21,17
MU_N,1718-cexiting-2.xlsx,1718,New York,450,19,37,2,19,25,3,79,107,125,34
MU_N,1718-cexiting-2.xlsx,1718,North Carolina,243,29,13,0,14,8,9,59,NA,85,26
MU_N,1718-cexiting-2.xlsx,1718,North Dakota,141,13,0,0,14,3,23,13,NA,56,19
MU_N,1718-cexiting-2.xlsx,1718,Northern Marianas,11,0,0,1,0,0,0,0,0,7,3
MU_N,1718-cexiting-2.xlsx,1718,Ohio,576,60,82,2,18,32,23,27,NA,262,70
MU_N,1718-cexiting-2.xlsx,1718,Oklahoma,245,27,39,1,10,0,17,42,0,78,31
MU_N,1718-cexiting-2.xlsx,1718,Oregon,175,13,3,1,13,12,0,1,NA,97,35
MU_N,1718-cexiting-2.xlsx,1718,Pennsylvania,1271,87,354,6,52,35,16,133,NA,456,132
MU_N,1718-cexiting-2.xlsx,1718,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MU_N,1718-cexiting-2.xlsx,1718,Rhode Island,65,7,8,0,2,2,4,8,0,19,15
MU_N,1718-cexiting-2.xlsx,1718,South Carolina,203,27,10,0,10,21,14,16,NA,73,32
MU_N,1718-cexiting-2.xlsx,1718,South Dakota,49,6,1,0,4,3,4,0,NA,31,0
MU_N,1718-cexiting-2.xlsx,1718,Tennessee,264,28,5,1,17,5,8,67,NA,67,66
MU_N,1718-cexiting-2.xlsx,1718,Texas,242,25,46,1,16,3,8,28,0,77,38
MU_N,1718-cexiting-2.xlsx,1718,Utah,163,12,6,0,11,7,3,20,0,69,35
MU_N,1718-cexiting-2.xlsx,1718,Vermont,58,4,10,0,2,4,2,1,NA,31,4
MU_N,1718-cexiting-2.xlsx,1718,Virgin Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MU_N,1718-cexiting-2.xlsx,1718,Virginia,936,76,144,2,67,88,59,47,NA,279,174
MU_N,1718-cexiting-2.xlsx,1718,Washington,659,53,30,1,47,37,42,47,0,261,141
MU_N,1718-cexiting-2.xlsx,1718,West Virginia,167,20,12,1,16,9,7,30,NA,39,33
MU_N,1718-cexiting-2.xlsx,1718,Wisconsin,249,26,26,1,4,6,12,41,0,87,46
MU_N,1718-cexiting-2.xlsx,1718,Wyoming,64,2,9,0,8,3,1,1,NA,35,5
MU_N,1718-cexiting-2.xlsx,1718,US and Outlying Areas,14598,1224,1871,36,729,619,659,1623,297,5462,2078
PI_N,1718-cexiting-2.xlsx,1718,Alabama,5,1,1,0,0,0,0,0,NA,2,1
PI_N,1718-cexiting-2.xlsx,1718,Alaska,18,4,2,0,1,0,0,1,NA,6,4
PI_N,1718-cexiting-2.xlsx,1718,American Samoa,20,1,3,0,1,0,0,0,0,15,0
PI_N,1718-cexiting-2.xlsx,1718,Arizona,20,2,0,1,0,2,0,2,0,13,0
PI_N,1718-cexiting-2.xlsx,1718,Arkansas,0,0,0,0,0,0,0,0,NA,0,0
PI_N,1718-cexiting-2.xlsx,1718,California,87,16,3,0,0,0,4,19,0,42,3
PI_N,1718-cexiting-2.xlsx,1718,Colorado,19,1,0,0,3,1,1,3,NA,6,4
PI_N,1718-cexiting-2.xlsx,1718,Connecticut,21,0,1,0,4,0,1,3,NA,9,3
PI_N,1718-cexiting-2.xlsx,1718,Delaware,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1718-cexiting-2.xlsx,1718,District of Columbia,0,0,0,0,0,0,0,0,0,0,0
PI_N,1718-cexiting-2.xlsx,1718,Florida,13,2,0,0,0,0,0,2,NA,8,1
PI_N,1718-cexiting-2.xlsx,1718,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1718-cexiting-2.xlsx,1718,Guam,93,17,19,1,8,5,0,1,NA,33,9
PI_N,1718-cexiting-2.xlsx,1718,Hawaii,190,26,10,1,10,10,14,25,NA,51,43
PI_N,1718-cexiting-2.xlsx,1718,Idaho,3,0,0,0,0,0,0,0,0,1,2
PI_N,1718-cexiting-2.xlsx,1718,Illinois,8,0,2,0,0,0,1,1,NA,3,1
PI_N,1718-cexiting-2.xlsx,1718,Indiana,6,0,1,0,1,0,0,1,NA,2,1
PI_N,1718-cexiting-2.xlsx,1718,Iowa,7,1,2,0,1,0,0,0,NA,2,1
PI_N,1718-cexiting-2.xlsx,1718,Kansas,18,1,1,0,2,2,0,1,NA,10,1
PI_N,1718-cexiting-2.xlsx,1718,Kentucky,12,0,3,0,1,2,1,1,0,4,0
PI_N,1718-cexiting-2.xlsx,1718,Louisiana,4,2,1,0,0,0,0,0,NA,0,1
PI_N,1718-cexiting-2.xlsx,1718,Maine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1718-cexiting-2.xlsx,1718,Maryland,11,1,3,0,0,0,1,0,6,0,0
PI_N,1718-cexiting-2.xlsx,1718,Massachusetts,15,0,1,0,2,0,3,0,NA,5,4
PI_N,1718-cexiting-2.xlsx,1718,Michigan,10,0,0,0,3,2,1,1,NA,3,0
PI_N,1718-cexiting-2.xlsx,1718,Minnesota,10,0,0,0,0,2,0,0,0,5,3
PI_N,1718-cexiting-2.xlsx,1718,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1718-cexiting-2.xlsx,1718,Missouri,15,0,1,0,0,2,0,0,NA,11,1
PI_N,1718-cexiting-2.xlsx,1718,Montana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1718-cexiting-2.xlsx,1718,Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1718-cexiting-2.xlsx,1718,Nevada,21,3,0,0,2,0,2,3,NA,10,1
PI_N,1718-cexiting-2.xlsx,1718,New Hampshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1718-cexiting-2.xlsx,1718,New Jersey,31,2,6,0,0,1,5,2,NA,11,4
PI_N,1718-cexiting-2.xlsx,1718,New Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1718-cexiting-2.xlsx,1718,New York,239,2,13,0,5,11,6,76,63,49,14
PI_N,1718-cexiting-2.xlsx,1718,North Carolina,9,0,0,0,1,0,0,4,NA,3,1
PI_N,1718-cexiting-2.xlsx,1718,North Dakota,0,0,0,0,0,0,0,0,NA,0,0
PI_N,1718-cexiting-2.xlsx,1718,Northern Marianas,28,2,0,1,0,0,0,0,0,16,9
PI_N,1718-cexiting-2.xlsx,1718,Ohio,17,2,0,0,0,3,0,1,NA,7,4
PI_N,1718-cexiting-2.xlsx,1718,Oklahoma,16,3,1,1,2,0,0,5,0,3,1
PI_N,1718-cexiting-2.xlsx,1718,Oregon,4,0,0,0,0,0,0,0,NA,3,1
PI_N,1718-cexiting-2.xlsx,1718,Pennsylvania,9,1,3,0,0,0,0,0,NA,4,1
PI_N,1718-cexiting-2.xlsx,1718,Puerto Rico,0,0,0,0,0,0,0,0,NA,0,0
PI_N,1718-cexiting-2.xlsx,1718,Rhode Island,0,0,0,0,0,0,0,0,0,0,0
PI_N,1718-cexiting-2.xlsx,1718,South Carolina,7,1,1,0,1,1,0,1,NA,2,0
PI_N,1718-cexiting-2.xlsx,1718,South Dakota,0,0,0,0,0,0,0,0,NA,0,0
PI_N,1718-cexiting-2.xlsx,1718,Tennessee,15,1,0,0,1,2,1,3,NA,4,3
PI_N,1718-cexiting-2.xlsx,1718,Texas,66,4,10,0,3,0,2,5,0,30,12
PI_N,1718-cexiting-2.xlsx,1718,Utah,55,6,3,0,4,2,2,7,0,19,12
PI_N,1718-cexiting-2.xlsx,1718,Vermont,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1718-cexiting-2.xlsx,1718,Virgin Islands,0,0,0,0,0,0,0,0,0,0,0
PI_N,1718-cexiting-2.xlsx,1718,Virginia,15,0,6,0,2,3,0,1,NA,3,0
PI_N,1718-cexiting-2.xlsx,1718,Washington,70,7,5,0,5,2,6,5,0,26,14
PI_N,1718-cexiting-2.xlsx,1718,West Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1718-cexiting-2.xlsx,1718,Wisconsin,5,1,1,0,0,0,0,0,0,3,0
PI_N,1718-cexiting-2.xlsx,1718,Wyoming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1718-cexiting-2.xlsx,1718,US and Outlying Areas,1232,110,108,5,65,54,52,175,69,432,162
WH_N,1718-cexiting-2.xlsx,1718,Alabama,1889,124,202,4,54,70,38,97,NA,684,616
WH_N,1718-cexiting-2.xlsx,1718,Alaska,461,35,56,1,69,7,15,20,NA,212,46
WH_N,1718-cexiting-2.xlsx,1718,American Samoa,0,0,0,0,0,0,0,0,0,0,0
WH_N,1718-cexiting-2.xlsx,1718,Arizona,2370,142,143,15,140,77,95,186,0,1206,366
WH_N,1718-cexiting-2.xlsx,1718,Arkansas,525,12,53,0,7,49,76,67,NA,200,61
WH_N,1718-cexiting-2.xlsx,1718,California,9074,389,712,29,335,358,471,2856,0,2998,926
WH_N,1718-cexiting-2.xlsx,1718,Colorado,4443,180,3,5,313,299,352,627,NA,1594,1070
WH_N,1718-cexiting-2.xlsx,1718,Connecticut,2590,142,220,4,101,79,169,177,NA,1245,453
WH_N,1718-cexiting-2.xlsx,1718,Delaware,478,48,100,0,23,19,9,22,0,207,50
WH_N,1718-cexiting-2.xlsx,1718,District of Columbia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WH_N,1718-cexiting-2.xlsx,1718,Florida,5800,453,635,13,254,157,138,1072,NA,2562,516
WH_N,1718-cexiting-2.xlsx,1718,Georgia,2331,142,54,1,29,109,161,272,0,1275,288
WH_N,1718-cexiting-2.xlsx,1718,Guam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WH_N,1718-cexiting-2.xlsx,1718,Hawaii,307,13,25,0,68,9,8,36,NA,78,70
WH_N,1718-cexiting-2.xlsx,1718,Idaho,1546,141,137,5,90,98,56,207,0,473,339
WH_N,1718-cexiting-2.xlsx,1718,Illinois,10972,561,2192,25,343,34,871,880,NA,5169,897
WH_N,1718-cexiting-2.xlsx,1718,Indiana,7343,273,1858,13,191,471,239,988,NA,2223,1087
WH_N,1718-cexiting-2.xlsx,1718,Iowa,2388,108,311,7,64,41,370,24,NA,1053,410
WH_N,1718-cexiting-2.xlsx,1718,Kansas,3202,67,399,4,125,219,109,437,NA,1583,259
WH_N,1718-cexiting-2.xlsx,1718,Kentucky,3750,193,660,7,178,372,333,65,0,1902,40
WH_N,1718-cexiting-2.xlsx,1718,Louisiana,2054,100,355,14,102,50,60,148,NA,880,345
WH_N,1718-cexiting-2.xlsx,1718,Maine,843,64,34,2,12,45,0,137,15,344,190
WH_N,1718-cexiting-2.xlsx,1718,Maryland,4189,203,1260,8,159,37,32,72,1392,539,487
WH_N,1718-cexiting-2.xlsx,1718,Massachusetts,10936,566,2306,11,357,92,539,218,NA,4767,2080
WH_N,1718-cexiting-2.xlsx,1718,Michigan,7346,741,1024,14,463,549,195,238,NA,3064,1058
WH_N,1718-cexiting-2.xlsx,1718,Minnesota,3422,44,322,12,72,316,212,44,0,1907,493
WH_N,1718-cexiting-2.xlsx,1718,Mississippi,932,80,98,7,38,59,18,181,NA,295,156
WH_N,1718-cexiting-2.xlsx,1718,Missouri,3518,79,194,18,184,318,243,108,NA,1954,420
WH_N,1718-cexiting-2.xlsx,1718,Montana,537,27,77,2,31,29,19,43,0,172,137
WH_N,1718-cexiting-2.xlsx,1718,Nebraska,1033,35,129,3,36,21,1,0,525,191,92
WH_N,1718-cexiting-2.xlsx,1718,Nevada,1157,87,120,3,110,15,37,132,NA,443,210
WH_N,1718-cexiting-2.xlsx,1718,New Hampshire,1718,117,344,4,76,74,77,115,0,696,215
WH_N,1718-cexiting-2.xlsx,1718,New Jersey,5729,175,1008,7,161,137,762,629,NA,1877,973
WH_N,1718-cexiting-2.xlsx,1718,New Mexico,1145,84,129,1,138,63,59,134,11,296,230
WH_N,1718-cexiting-2.xlsx,1718,New York,15244,259,2108,15,435,594,408,2097,4107,4357,864
WH_N,1718-cexiting-2.xlsx,1718,North Carolina,5127,487,548,25,236,251,138,990,NA,1630,822
WH_N,1718-cexiting-2.xlsx,1718,North Dakota,710,23,0,0,60,22,103,144,NA,300,58
WH_N,1718-cexiting-2.xlsx,1718,Northern Marianas,0,0,0,0,0,0,0,0,0,0,0
WH_N,1718-cexiting-2.xlsx,1718,Ohio,7829,528,1373,22,187,475,370,470,NA,3421,983
WH_N,1718-cexiting-2.xlsx,1718,Oklahoma,1763,180,273,11,68,0,90,398,0,486,257
WH_N,1718-cexiting-2.xlsx,1718,Oregon,2437,163,139,12,144,165,4,3,NA,1361,446
WH_N,1718-cexiting-2.xlsx,1718,Pennsylvania,12334,469,4287,19,268,331,247,951,NA,4777,985
WH_N,1718-cexiting-2.xlsx,1718,Puerto Rico,0,0,0,0,0,0,0,0,NA,0,0
WH_N,1718-cexiting-2.xlsx,1718,Rhode Island,1231,71,143,1,44,73,70,93,0,472,264
WH_N,1718-cexiting-2.xlsx,1718,South Carolina,2300,92,217,5,123,276,214,226,NA,834,313
WH_N,1718-cexiting-2.xlsx,1718,South Dakota,695,23,148,3,36,52,100,7,NA,315,11
WH_N,1718-cexiting-2.xlsx,1718,Tennessee,4101,295,80,10,207,141,192,777,NA,1325,1074
WH_N,1718-cexiting-2.xlsx,1718,Texas,10578,923,1805,25,455,186,427,1080,0,3098,2579
WH_N,1718-cexiting-2.xlsx,1718,Utah,3370,82,137,6,175,294,55,276,0,1342,1003
WH_N,1718-cexiting-2.xlsx,1718,Vermont,934,54,193,0,28,60,11,6,NA,509,73
WH_N,1718-cexiting-2.xlsx,1718,Virgin Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WH_N,1718-cexiting-2.xlsx,1718,Virginia,4914,330,1047,20,304,544,325,256,NA,1201,887
WH_N,1718-cexiting-2.xlsx,1718,Washington,4760,250,368,13,299,251,305,343,0,1866,1065
WH_N,1718-cexiting-2.xlsx,1718,West Virginia,3040,183,206,2,128,89,144,585,NA,787,916
WH_N,1718-cexiting-2.xlsx,1718,Wisconsin,4370,163,849,7,90,162,125,557,0,1711,706
WH_N,1718-cexiting-2.xlsx,1718,Wyoming,791,39,221,1,48,54,47,4,NA,329,48
WH_N,1718-cexiting-2.xlsx,1718,US and Outlying Areas,190749,10043,29384,436,7680,8297,9145,19497,6070,72224,27973
AM_N,1819-cexiting-2.xlsx,1819,Alabama,11,1,1,0,0,2,2,0,NA,2,3
AM_N,1819-cexiting-2.xlsx,1819,Alaska,224,42,20,3,6,4,2,20,0,99,28
AM_N,1819-cexiting-2.xlsx,1819,American Samoa,0,0,0,0,0,0,0,0,NA,0,0
AM_N,1819-cexiting-2.xlsx,1819,Arizona,297,47,18,0,12,10,31,28,0,108,43
AM_N,1819-cexiting-2.xlsx,1819,Arkansas,4,1,0,0,0,0,1,0,0,2,0
AM_N,1819-cexiting-2.xlsx,1819,California,138,10,7,0,4,6,13,19,0,63,16
AM_N,1819-cexiting-2.xlsx,1819,Colorado,35,5,1,0,2,1,1,4,NA,16,5
AM_N,1819-cexiting-2.xlsx,1819,Connecticut,4,1,1,0,0,0,0,0,NA,2,0
AM_N,1819-cexiting-2.xlsx,1819,Delaware,9,1,1,0,1,0,0,0,0,6,0
AM_N,1819-cexiting-2.xlsx,1819,District of Columbia,5,0,2,0,1,1,0,0,1,0,0
AM_N,1819-cexiting-2.xlsx,1819,Florida,23,4,1,0,0,0,0,8,NA,7,3
AM_N,1819-cexiting-2.xlsx,1819,Georgia,19,3,2,0,0,0,1,7,NA,6,0
AM_N,1819-cexiting-2.xlsx,1819,Guam,0,0,0,0,0,0,0,0,NA,0,0
AM_N,1819-cexiting-2.xlsx,1819,Hawaii,3,0,0,0,2,0,0,0,NA,1,0
AM_N,1819-cexiting-2.xlsx,1819,Idaho,46,6,3,0,4,6,0,5,0,14,8
AM_N,1819-cexiting-2.xlsx,1819,Illinois,6,1,2,0,1,0,0,0,NA,2,0
AM_N,1819-cexiting-2.xlsx,1819,Indiana,15,0,2,0,2,1,1,1,NA,3,5
AM_N,1819-cexiting-2.xlsx,1819,Iowa,37,1,1,0,0,0,4,0,NA,26,5
AM_N,1819-cexiting-2.xlsx,1819,Kansas,20,4,1,0,1,2,2,0,NA,8,2
AM_N,1819-cexiting-2.xlsx,1819,Kentucky,5,0,0,0,0,1,0,1,NA,2,1
AM_N,1819-cexiting-2.xlsx,1819,Louisiana,13,0,1,0,1,2,0,2,NA,7,0
AM_N,1819-cexiting-2.xlsx,1819,Maine,3,0,0,0,0,1,0,0,0,1,1
AM_N,1819-cexiting-2.xlsx,1819,Maryland,12,1,3,0,1,0,0,0,4,0,3
AM_N,1819-cexiting-2.xlsx,1819,Massachusetts,34,3,5,1,1,1,3,0,NA,12,8
AM_N,1819-cexiting-2.xlsx,1819,Michigan,90,17,3,1,7,6,0,1,NA,42,13
AM_N,1819-cexiting-2.xlsx,1819,Minnesota,136,3,8,1,6,16,6,0,NA,58,38
AM_N,1819-cexiting-2.xlsx,1819,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM_N,1819-cexiting-2.xlsx,1819,Missouri,9,0,1,0,0,1,1,0,NA,5,1
AM_N,1819-cexiting-2.xlsx,1819,Montana,135,18,17,0,6,4,3,22,0,39,26
AM_N,1819-cexiting-2.xlsx,1819,Nebraska,21,1,1,1,3,0,0,0,4,6,5
AM_N,1819-cexiting-2.xlsx,1819,Nevada,21,2,2,0,0,0,0,3,NA,11,3
AM_N,1819-cexiting-2.xlsx,1819,New Hampshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM_N,1819-cexiting-2.xlsx,1819,New Jersey,30,0,2,0,1,0,3,7,NA,14,3
AM_N,1819-cexiting-2.xlsx,1819,New Mexico,353,80,5,1,24,27,27,27,0,97,65
AM_N,1819-cexiting-2.xlsx,1819,New York,81,2,4,0,4,5,3,16,19,23,5
AM_N,1819-cexiting-2.xlsx,1819,North Carolina,92,14,9,0,1,1,1,17,0,40,9
AM_N,1819-cexiting-2.xlsx,1819,North Dakota,116,16,0,0,7,1,21,5,0,54,12
AM_N,1819-cexiting-2.xlsx,1819,Northern Marianas,0,0,0,0,0,0,0,0,0,0,0
AM_N,1819-cexiting-2.xlsx,1819,Ohio,12,1,2,0,0,0,0,0,NA,7,2
AM_N,1819-cexiting-2.xlsx,1819,Oklahoma,166,25,14,1,1,0,5,30,0,60,30
AM_N,1819-cexiting-2.xlsx,1819,Oregon,34,2,4,0,4,2,0,0,0,18,4
AM_N,1819-cexiting-2.xlsx,1819,Pennsylvania,37,1,10,0,2,1,1,2,NA,17,3
AM_N,1819-cexiting-2.xlsx,1819,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0
AM_N,1819-cexiting-2.xlsx,1819,Rhode Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM_N,1819-cexiting-2.xlsx,1819,South Carolina,13,0,0,0,0,0,3,2,NA,5,3
AM_N,1819-cexiting-2.xlsx,1819,South Dakota,159,38,9,1,4,9,9,1,NA,78,10
AM_N,1819-cexiting-2.xlsx,1819,Tennessee,7,0,0,0,0,1,1,1,0,1,3
AM_N,1819-cexiting-2.xlsx,1819,Texas,32,2,1,0,1,2,2,6,0,10,8
AM_N,1819-cexiting-2.xlsx,1819,Utah,54,11,1,1,6,7,2,4,0,17,5
AM_N,1819-cexiting-2.xlsx,1819,Vermont,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM_N,1819-cexiting-2.xlsx,1819,Virgin Islands,0,0,0,0,0,0,0,0,0,0,0
AM_N,1819-cexiting-2.xlsx,1819,Virginia,12,2,1,0,0,2,2,0,NA,2,3
AM_N,1819-cexiting-2.xlsx,1819,Washington,148,15,11,2,3,2,14,23,0,57,21
AM_N,1819-cexiting-2.xlsx,1819,West Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM_N,1819-cexiting-2.xlsx,1819,Wisconsin,84,3,16,0,4,2,2,16,0,27,14
AM_N,1819-cexiting-2.xlsx,1819,Wyoming,38,5,3,0,1,0,6,5,NA,16,2
AM_N,1819-cexiting-2.xlsx,1819,US and Outlying Areas,2871,392,200,14,127,128,174,285,28,1098,425
AS_N,1819-cexiting-2.xlsx,1819,Alabama,52,1,4,0,5,7,0,2,NA,16,17
AS_N,1819-cexiting-2.xlsx,1819,Alaska,17,1,2,0,2,1,0,0,0,10,1
AS_N,1819-cexiting-2.xlsx,1819,American Samoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS_N,1819-cexiting-2.xlsx,1819,Arizona,128,3,4,1,12,4,6,5,0,67,26
AS_N,1819-cexiting-2.xlsx,1819,Arkansas,13,0,1,0,2,0,1,0,0,7,2
AS_N,1819-cexiting-2.xlsx,1819,California,4347,139,234,6,109,105,283,1209,0,1799,463
AS_N,1819-cexiting-2.xlsx,1819,Colorado,228,13,14,0,22,11,23,36,NA,93,16
AS_N,1819-cexiting-2.xlsx,1819,Connecticut,221,18,6,0,23,6,10,24,NA,82,52
AS_N,1819-cexiting-2.xlsx,1819,Delaware,58,0,4,0,7,6,2,2,0,35,2
AS_N,1819-cexiting-2.xlsx,1819,District of Columbia,14,1,2,0,3,0,2,0,2,1,3
AS_N,1819-cexiting-2.xlsx,1819,Florida,322,13,17,1,26,9,4,75,NA,143,34
AS_N,1819-cexiting-2.xlsx,1819,Georgia,198,10,6,0,6,7,10,39,NA,116,4
AS_N,1819-cexiting-2.xlsx,1819,Guam,14,0,2,0,2,0,0,1,NA,7,2
AS_N,1819-cexiting-2.xlsx,1819,Hawaii,486,22,39,0,14,27,19,89,NA,151,125
AS_N,1819-cexiting-2.xlsx,1819,Idaho,13,0,1,0,1,0,1,3,0,7,0
AS_N,1819-cexiting-2.xlsx,1819,Illinois,785,26,102,3,44,2,64,63,NA,375,106
AS_N,1819-cexiting-2.xlsx,1819,Indiana,263,6,51,0,16,21,6,40,NA,81,42
AS_N,1819-cexiting-2.xlsx,1819,Iowa,96,4,6,0,7,2,23,3,NA,28,23
AS_N,1819-cexiting-2.xlsx,1819,Kansas,120,4,13,0,9,8,3,27,NA,49,7
AS_N,1819-cexiting-2.xlsx,1819,Kentucky,111,3,15,1,14,7,7,12,NA,49,3
AS_N,1819-cexiting-2.xlsx,1819,Louisiana,77,4,7,0,5,1,1,15,NA,26,18
AS_N,1819-cexiting-2.xlsx,1819,Maine,17,0,0,0,1,0,0,4,0,10,2
AS_N,1819-cexiting-2.xlsx,1819,Maryland,604,25,142,2,39,2,1,18,132,134,109
AS_N,1819-cexiting-2.xlsx,1819,Massachusetts,1323,35,151,2,125,20,91,39,NA,620,240
